StartDate,EndDate,Status.x,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,agree,PID_general,strong_weak,ind_lean,ideology_selfreport,PID_strengthR_1,PID_strengthR_2,PID_strengthR_3,PID_strengthR_4,maga,sc1_D,sc2_D,sc3_D,PID_strengthD_1,PID_strengthD_2,PID_strengthD_3,PID_strengthD_4,sc1_R,sc2_R,sc3_R,ft_dem_pre_1,ft_rep_pre_1,attn1,emotion_table_1,emotion_table_2,emotion_table_3,emotion_table_4,emotion_table_5,emotion_table_6,emotion_table_7,emotion_table_8,emotion_table_9,angry,shame,guilt,disgust,fear,anxiety,sadness,happiness,md_D1,md_D2,md_D3,ft_dem_post_1,ft_rep_post_1,spv_Rprotest_1,metaSPV_Rprotest_1,spv_Rvandalize_1,metaSPV_Rvandalize_1,spv_Rmessage_1,metaSPV_Rmessage_1,spv_Rassault_1,metaSPV_Rassault_1,spv_Rjustify_1,metaSPV_Rjustify_1,spv_Rpredict_1,metaSPV_Rpredict_1,md_R1,md_R2,md_R3,spv_Dprotest_1,metaSPV_Dprotest_1,spv_Dvandalize_1,metaSPV_Dvandalize_1,spv_Dmessage_1,metaSPV_Dmessage_1,spv_Dassault_1,metaSPV_Dassault_1,spv_Djustify_1,metaSPV_Djustify_1,spv_Dpredict_1,metaSPV_Dpredict_1,SC0,PROLIFIC_PID,SESSION_ID,STUDY_ID,condition,PID,Submission id,Participant id,Status.y,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Highest education level completed,Gender,Deception,U.s. political affiliation,2020 us presidential election,2024 us presidential election,Ethnicity,Household income (usd) [us participants only],Social-media,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Authenticity check: Bots,party_numeric,party_scale,party_bin,party_category,PID_dummy,maga_category,ideology,condition_dummy,exp_group_numeric,exp_group_category,speaker_match,exp_group,exp_group_labels,ft_rep_pre,ft_dem_pre,ft_rep_post,ft_dem_post,spv_Rprotest,spv_Rvandalize,spv_Rmessage,spv_Rassault,spv_Rjustify,spv_Rpredict,spv_Dprotest,spv_Dvandalize,spv_Dmessage,spv_Dassault,spv_Djustify,spv_Dpredict,metaSPV_Rprotest,metaSPV_Rvandalize,metaSPV_Rmessage,metaSPV_Rassault,metaSPV_Rjustify,metaSPV_Rpredict,metaSPV_Dprotest,metaSPV_Dvandalize,metaSPV_Dmessage,metaSPV_Dassault,metaSPV_Djustify,metaSPV_Dpredict,PID_strength,PID_bin_category,PID_bin,social_closeness,angry_dummy,shame_dummy,guilt_dummy,disgust_dummy,fear_dummy,anxiety_dummy,sadness_dummy,happiness_dummy,none_dummy,ft_pre_in,ft_post_in,ft_pre_out,ft_post_out,ft_diff_R,ft_diff_D,ft_diff_diff_PID,ft_diff_in,ft_diff_out,ft_diff_diff_inout,moral_disengagement_outgroup,SPV_individual,SPV_meta_R,SPV_meta_outgroup,SPV_meta_ingroup,SPV_indiv_scenario,SPV_indiv_broad,SPV_meta_scenario,SPV_meta_broad,SPV_indiv_protest,SPV_indiv_vandalize,SPV_indiv_message,SPV_indiv_assault,SPV_indiv_justify,SPV_indiv_predict,SPV_meta_protest,SPV_meta_vandalize,SPV_meta_message,SPV_meta_assault,SPV_meta_justify,SPV_meta_predict
NA,NA,0,NA,100,284,1,NA,NA,NA,NA,NA,NA,33.8775,-84.5017,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,0,NA,NA,NA,3,3,2,3,1,1,4,60,0,2,1,1,NA,1,NA,NA,1,NA,NA,5,3,NA,5,NA,NA,4,NA,NA,NA,NA,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,100,100,100,100,50,75,0,55,60,84,100,85,0,NA,NA,NA,treatment,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,292,NA,18265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Weak D,1,Democrat,0,Non-MAGA,Very liberal,1,4,Treatment D,0,1,Mismatch,0,60,0,60,NA,NA,NA,NA,NA,NA,100,100,50,0,60,100,NA,NA,NA,NA,NA,NA,100,100,75,55,84,85,2.75,medium,1,2,1,1,0,1,0,0,1,0,0,60,60,0,0,0,0,0,0,0,0,5,68.33333333333333,83.16666666666667,83.16666666666667,NA,62.5,80,82.5,84.5,100,100,50,0,60,100,100,100,75,55,84,85
NA,NA,0,NA,100,295,1,NA,NA,NA,NA,NA,NA,39.3667,-75.0308,NA,NA,0.899999976158142,1,1,2,NA,2,NA,NA,NA,NA,0,NA,NA,NA,4,4,1,4,2,2,1,82,0,2,1,NA,NA,1,1,NA,NA,NA,NA,5,NA,NA,5,5,NA,NA,NA,NA,NA,NA,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,18,96,0,100,0,100,0,85,0,100,100,0,0,NA,NA,NA,treatment,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,306,NA,748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Strong D,1,Democrat,0,Non-MAGA,Somewhat liberal,1,4,Treatment D,0,1,Mismatch,0,82,1,100,NA,NA,NA,NA,NA,NA,18,0,0,0,0,100,NA,NA,NA,NA,NA,NA,96,100,100,85,100,0,3.25,strong,2,1.6666666666666667,1,0,0,1,1,0,0,0,0,82,100,0,1,1,18,-17,18,1,17,5,19.666666666666668,80.16666666666667,80.16666666666667,NA,4.5,50,95.25,50,18,0,0,0,0,100,96,100,100,85,100,0
NA,NA,0,NA,100,278,1,NA,NA,NA,NA,NA,NA,38.9816,-77.0044,NA,NA,1,1,1,2,NA,2,NA,NA,NA,NA,0,NA,NA,NA,4,4,3,4,1,1,1,95,0,2,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,95,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,0,60,0,75,0,75,0,35,0,30,0,85,0,NA,NA,NA,control,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,293,NA,4858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Strong D,1,Democrat,0,Non-MAGA,Somewhat liberal,0,2,Control D,0,0,Control,0,95,0,95,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,60,75,75,35,30,85,3.75,strong,2,1,0,0,0,1,0,1,0,0,0,95,95,0,0,0,0,0,0,0,0,4.333333333333333,0,60,60,NA,0,0,61.25,57.5,0,0,0,0,0,0,60,75,75,35,30,85
NA,NA,0,NA,100,234,1,NA,NA,NA,NA,NA,NA,33.7256,-117.9119,NA,NA,0.899999976158142,1,1,1,NA,1,NA,NA,NA,NA,0,NA,NA,NA,3,3,3,3,1,1,1,71,0,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,77,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,0,0,0,0,0,0,0,0,0,70,0,66,0,NA,NA,NA,control,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,5094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Weak D,1,Democrat,0,Non-MAGA,Very liberal,0,2,Control D,0,0,Control,0,71,0,77,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,70,66,3,strong,2,1,0,0,0,0,0,0,0,1,0,71,77,0,0,0,6,-6,6,0,6,4.666666666666667,0,22.666666666666668,22.666666666666668,NA,0,0,0,68,0,0,0,0,0,0,0,0,0,0,70,66
NA,NA,0,NA,100,291,1,NA,NA,NA,NA,NA,NA,28.5978,-81.3024,NA,NA,1,1,1,2,NA,2,NA,NA,NA,NA,0,NA,NA,NA,4,4,4,5,2,2,3,96,10,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,72,50,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,control,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,1463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Strong D,1,Democrat,0,Non-MAGA,Somewhat liberal,0,2,Control D,0,0,Control,10,96,7,94,NA,NA,NA,NA,NA,NA,72,0,0,0,0,0,NA,NA,NA,NA,NA,NA,50,0,0,0,0,0,4.25,strong,2,2.3333333333333335,0,0,0,0,0,0,0,0,1,96,94,10,7,-3,-2,-1,-2,-3,1,3.6666666666666665,12,8.333333333333334,8.333333333333334,NA,18,0,12.5,0,72,0,0,0,0,0,50,0,0,0,0,0
NA,NA,0,NA,100,1188,1,NA,NA,NA,NA,NA,NA,37.4612,-77.395,NA,NA,1,1,1,2,NA,2,NA,NA,NA,NA,0,NA,NA,NA,3,3,4,5,2,1,2,91,4,2,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,5,NA,4,5,NA,NA,NA,NA,93,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,90,10,65,76,0,79,0,100,0,93,0,92,0,NA,NA,NA,treatment,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,1198,NA,2064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Strong D,1,Democrat,0,Non-MAGA,Somewhat liberal,1,4,Treatment D,0,1,Mismatch,4,91,3,93,NA,NA,NA,NA,NA,NA,90,65,0,0,0,0,NA,NA,NA,NA,NA,NA,10,76,79,100,93,92,3.75,strong,2,1.6666666666666667,0,0,0,1,0,1,1,0,0,91,93,4,3,-1,2,-3,2,-1,3,4.666666666666667,25.833333333333332,75,75,NA,38.75,0,66.25,92.5,90,65,0,0,0,0,10,76,79,100,93,92
NA,NA,0,NA,100,834,1,NA,NA,NA,NA,NA,NA,37.7201,-122.4414,NA,NA,0.400000005960464,1,1,1,NA,3,NA,NA,NA,NA,0,NA,NA,NA,3,3,3,3,3,3,2,60,50,2,1,NA,NA,NA,1,1,NA,NA,NA,3,NA,NA,NA,3,3,NA,NA,NA,NA,NA,60,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,50,50,50,50,50,50,50,50,50,50,50,50,0,NA,NA,NA,treatment,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,843,NA,7973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Weak D,1,Democrat,0,Non-MAGA,Slightly liberal,1,4,Treatment D,0,1,Mismatch,50,60,50,60,NA,NA,NA,NA,NA,NA,50,50,50,50,50,50,NA,NA,NA,NA,NA,NA,50,50,50,50,50,50,3,strong,2,2.6666666666666665,1,0,0,0,1,1,0,0,0,60,60,50,50,0,0,0,0,0,0,4,50,50,50,NA,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
NA,NA,0,NA,100,423,1,NA,NA,NA,NA,NA,NA,41.1523,-96.0371,NA,NA,1,1,2,1,NA,6,3,4,4,3,0,4,4,3,NA,NA,NA,NA,NA,NA,NA,16,81,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,2,1,15,84,45,76,0,42,0,5,0,9,0,10,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,control,Republican,NA,NA,NA,NA,NA,NA,NA,NA,431,NA,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,Weak R,2,Republican,1,Non-MAGA,Somewhat conservative,0,1,Control R,0,0,Control,81,16,84,15,45,0,0,0,0,0,NA,NA,NA,NA,NA,NA,76,42,5,9,10,15,NA,NA,NA,NA,NA,NA,3.5,strong,2,3.6666666666666665,0,0,0,0,0,1,0,0,0,81,84,16,15,3,-1,4,3,-1,4,2.3333333333333335,7.5,26.166666666666668,NA,26.166666666666668,11.25,0,33,12.5,45,0,0,0,0,0,76,42,5,9,10,15
NA,NA,0,NA,100,307,1,NA,NA,NA,NA,NA,NA,29.4843,-81.2042,NA,NA,1,1,1,2,NA,3,NA,NA,NA,NA,0,NA,NA,NA,1,3,2,2,2,3,3,58,36,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,64,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,50,50,24,21,30,30,21,21,2,2,1,1,0,NA,NA,NA,treatment,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,318,NA,3571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Strong D,1,Democrat,0,Non-MAGA,Slightly liberal,1,4,Treatment D,0,1,Mismatch,36,58,39,64,NA,NA,NA,NA,NA,NA,50,24,30,21,2,1,NA,NA,NA,NA,NA,NA,50,21,30,21,2,1,2,medium,1,2.6666666666666665,0,0,0,1,0,0,0,0,0,58,64,36,39,3,6,-3,6,3,3,3.3333333333333335,21.333333333333332,20.833333333333332,20.833333333333332,NA,31.25,1.5,30.5,1.5,50,24,30,21,2,1,50,21,30,21,2,1
NA,NA,0,NA,100,315,1,NA,NA,NA,NA,NA,NA,33.4683,-112.0549,NA,NA,1,1,1,2,NA,1,NA,NA,NA,NA,0,NA,NA,NA,5,5,1,5,3,3,2,90,10,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,100,100,0,30,0,10,0,10,0,50,0,40,0,NA,NA,NA,control,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,328,NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Strong D,1,Democrat,0,Non-MAGA,Very liberal,0,2,Control D,0,0,Control,10,90,10,90,NA,NA,NA,NA,NA,NA,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,100,30,10,10,50,40,4,strong,2,2.6666666666666665,0,0,0,0,0,0,0,0,1,90,90,10,10,0,0,0,0,0,0,3.6666666666666665,16.666666666666668,40,40,NA,25,0,37.5,45,100,0,0,0,0,0,100,30,10,10,50,40
NA,NA,0,NA,100,560,1,NA,NA,NA,NA,NA,NA,45.5282,-122.6355,NA,NA,1,1,1,2,NA,2,NA,NA,NA,NA,0,NA,NA,NA,4,4,4,4,2,1,3,89,14,2,1,1,NA,1,1,1,1,NA,NA,4,4,NA,5,5,4,5,NA,NA,NA,NA,90,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,84,0,21,100,60,82,10,91,10,90,10,87,0,NA,NA,NA,treatment,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,572,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Strong D,1,Democrat,0,Non-MAGA,Somewhat liberal,1,4,Treatment D,0,1,Mismatch,14,89,9,90,NA,NA,NA,NA,NA,NA,84,21,60,10,10,10,NA,NA,NA,NA,NA,NA,0,100,82,91,90,87,4,strong,2,2,1,1,0,1,1,1,1,0,0,89,90,14,9,-5,1,-6,1,-5,6,3.3333333333333335,32.5,75,75,NA,43.75,10,68.25,88.5,84,21,60,10,10,10,0,100,82,91,90,87
NA,NA,0,NA,100,256,1,NA,NA,NA,NA,NA,NA,39.0809,-108.4925,NA,NA,1,1,3,NA,3,5,2,2,3,3,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,10,65,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,10,65,70,95,20,50,0,40,0,5,0,30,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,control,Republican,NA,NA,NA,NA,NA,NA,NA,NA,264,NA,6566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Lean R,0,Independent,1,MAGA,Slightly conservative,0,1,Control R,0,0,Control,65,10,65,10,70,20,0,0,0,0,NA,NA,NA,NA,NA,NA,95,50,40,5,30,15,NA,NA,NA,NA,NA,NA,2.5,medium,1,2.6666666666666665,0,0,0,0,0,0,0,0,1,65,65,10,10,0,0,0,0,0,0,3.3333333333333335,15,39.166666666666664,NA,39.166666666666664,22.5,0,47.5,22.5,70,20,0,0,0,0,95,50,40,5,30,15
NA,NA,0,NA,100,708,1,NA,NA,NA,NA,NA,NA,35.2842,-80.8719,NA,NA,1,1,1,1,NA,4,NA,NA,NA,NA,0,NA,NA,NA,2,2,2,1,2,2,4,51,51,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,50,50,50,49,54,49,49,48,50,49,47,49,0,NA,NA,NA,control,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,725,NA,3933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Weak D,1,Democrat,0,Non-MAGA,Moderate,0,2,Control D,0,0,Control,51,51,50,50,NA,NA,NA,NA,NA,NA,50,50,54,49,50,47,NA,NA,NA,NA,NA,NA,50,49,49,48,49,49,1.75,medium,1,2.6666666666666665,0,0,0,0,0,0,0,1,0,51,50,51,50,-1,-1,0,-1,-1,0,3.3333333333333335,50,49,49,NA,50.75,48.5,49,49,50,50,54,49,50,47,50,49,49,48,49,49
NA,NA,0,NA,100,142,1,NA,NA,NA,NA,NA,NA,33.5104,-117.6591,NA,NA,1,1,1,2,NA,1,NA,NA,NA,NA,0,NA,NA,NA,4,3,4,4,2,2,2,71,0,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,84,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,46,20,73,57,31,31,50,33,54,32,64,35,0,NA,NA,NA,control,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Strong D,1,Democrat,0,Non-MAGA,Very liberal,0,2,Control D,0,0,Control,0,71,0,84,NA,NA,NA,NA,NA,NA,46,73,31,50,54,64,NA,NA,NA,NA,NA,NA,20,57,31,33,32,35,3.75,strong,2,2,0,0,0,0,0,1,0,0,0,71,84,0,0,0,13,-13,13,0,13,3.6666666666666665,53,34.666666666666664,34.666666666666664,NA,50,59,35.25,33.5,46,73,31,50,54,64,20,57,31,33,32,35
NA,NA,0,NA,100,252,1,NA,NA,NA,NA,NA,NA,41.0274,-76.0036,NA,NA,1,1,1,1,NA,2,NA,NA,NA,NA,0,NA,NA,NA,5,4,4,4,1,1,1,90,0,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,100,100,0,100,0,100,0,100,0,100,50,100,0,NA,NA,NA,control,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,262,NA,8314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Weak D,1,Democrat,0,Non-MAGA,Somewhat liberal,0,2,Control D,0,0,Control,0,90,0,90,NA,NA,NA,NA,NA,NA,100,0,0,0,0,50,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,4.25,strong,2,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,0,0,0,0,0,5,25,100,100,NA,25,25,100,100,100,0,0,0,0,50,100,100,100,100,100,100
NA,NA,0,NA,100,634,1,NA,NA,NA,NA,NA,NA,36.013,-84.2624,NA,NA,1,1,1,1,NA,2,NA,NA,NA,NA,0,NA,NA,NA,2,3,1,3,3,3,3,65,45,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,50,90,50,80,50,70,50,60,50,60,50,70,0,NA,NA,NA,treatment,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,651,NA,6146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Weak D,1,Democrat,0,Non-MAGA,Somewhat liberal,1,4,Treatment D,0,1,Mismatch,45,65,65,50,NA,NA,NA,NA,NA,NA,50,50,50,50,50,50,NA,NA,NA,NA,NA,NA,90,80,70,60,60,70,2.25,medium,1,3,0,0,0,0,0,0,0,0,1,65,50,45,65,20,-15,35,-15,20,-35,3,50,71.66666666666667,71.66666666666667,NA,50,50,75,65,50,50,50,50,50,50,90,80,70,60,60,70
NA,NA,0,NA,100,349,1,NA,NA,NA,NA,NA,NA,30.4941,-90.4751,NA,NA,1,1,1,2,NA,2,NA,NA,NA,NA,0,NA,NA,NA,3,3,3,4,2,2,2,73,27,2,1,NA,NA,1,NA,1,NA,NA,NA,4,NA,NA,4,NA,3,NA,NA,NA,NA,NA,74,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,38,62,40,67,22,43,9,20,21,40,17,43,0,NA,NA,NA,treatment,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,358,NA,1218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Strong D,1,Democrat,0,Non-MAGA,Somewhat liberal,1,4,Treatment D,0,1,Mismatch,27,73,24,74,NA,NA,NA,NA,NA,NA,38,40,22,9,21,17,NA,NA,NA,NA,NA,NA,62,67,43,20,40,43,3.25,strong,2,2,1,0,0,1,0,1,0,0,0,73,74,27,24,-3,1,-4,1,-3,4,2.6666666666666665,24.5,45.833333333333336,45.833333333333336,NA,27.25,19,48,41.5,38,40,22,9,21,17,62,67,43,20,40,43
NA,NA,0,NA,100,400,1,NA,NA,NA,NA,NA,NA,37.3587,-88.4924,NA,NA,1,1,3,NA,1,3,NA,NA,NA,NA,0,NA,NA,NA,2,2,2,2,3,3,3,65,20,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,63,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,15,15,0,0,0,40,0,80,0,75,0,70,0,NA,NA,NA,control,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,408,NA,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Lean D,0,Independent,0,Non-MAGA,Slightly liberal,0,2,Control D,0,0,Control,20,65,20,63,NA,NA,NA,NA,NA,NA,15,0,0,0,0,0,NA,NA,NA,NA,NA,NA,15,0,40,80,75,70,2,medium,1,3,0,0,0,0,0,0,0,1,0,65,63,20,20,0,-2,2,-2,0,-2,7,2.5,46.666666666666664,46.666666666666664,NA,3.75,0,33.75,72.5,15,0,0,0,0,0,15,0,40,80,75,70
NA,NA,0,NA,100,515,1,NA,NA,NA,NA,NA,NA,40.0746,-88.1691,NA,NA,1,1,1,2,NA,2,NA,NA,NA,NA,0,NA,NA,NA,5,5,5,5,4,4,3,100,30,2,1,1,NA,1,1,1,1,NA,NA,5,5,NA,5,4,4,5,NA,NA,NA,NA,100,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,50,50,80,40,0,0,20,20,0,0,0,0,0,NA,NA,NA,treatment,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,524,NA,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Strong D,1,Democrat,0,Non-MAGA,Somewhat liberal,1,4,Treatment D,0,1,Mismatch,30,100,30,100,NA,NA,NA,NA,NA,NA,50,80,0,20,0,0,NA,NA,NA,NA,NA,NA,50,40,0,20,0,0,5,strong,2,3.6666666666666665,1,1,0,1,1,1,1,0,0,100,100,30,30,0,0,0,0,0,0,4.333333333333333,25,18.333333333333332,18.333333333333332,NA,37.5,0,27.5,0,50,80,0,20,0,0,50,40,0,20,0,0
NA,NA,0,NA,100,483,1,NA,NA,NA,NA,NA,NA,33.1165,-117.1846,NA,NA,1,1,1,1,NA,3,NA,NA,NA,NA,0,NA,NA,NA,3,3,2,3,2,3,3,75,20,2,1,NA,NA,1,NA,1,NA,NA,NA,4,NA,NA,5,NA,4,NA,NA,NA,NA,NA,80,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,80,100,10,90,0,50,0,60,0,60,0,85,0,NA,NA,NA,treatment,Democrat,NA,NA,NA,NA,NA,NA,NA,NA,494,NA,2934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Weak D,1,Democrat,0,Non-MAGA,Slightly liberal,1,4,Treatment D,0,1,Mismatch,20,75,20,80,NA,NA,NA,NA,NA,NA,80,10,0,0,0,0,NA,NA,NA,NA,NA,NA,100,90,50,60,60,85,2.75,medium,1,2.6666666666666665,1,0,0,1,0,1,0,0,0,75,80,20,20,0,5,-5,5,0,5,2.3333333333333335,15,74.16666666666667,74.16666666666667,NA,22.5,0,75,72.5,80,10,0,0,0,0,100,90,50,60,60,85
NA,NA,0,NA,100,1261,1,NA,NA,NA,NA,NA,NA,40.4295,-80.0152,NA,NA,1,1,2,1,NA,7,3,4,4,4,1,3,2,4,NA,NA,NA,NA,NA,NA,NA,10,80,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,4,9,88,14,28,0,7,0,0,0,10,6,18,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,treatment,Republican,NA,NA,NA,NA,NA,NA,NA,NA,1274,NA,12649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,Weak R,2,Republican,1,MAGA,Very conservative,1,3,Treatment R,1,2,Match,80,10,88,9,14,0,0,0,6,0,NA,NA,NA,NA,NA,NA,28,7,0,10,18,17,NA,NA,NA,NA,NA,NA,3.75,strong,2,3,0,0,0,0,0,0,0,1,0,80,88,10,9,8,-1,9,8,-1,9,4.333333333333333,3.3333333333333335,13.333333333333334,NA,13.333333333333334,3.5,3,11.25,17.5,14,0,0,0,6,0,28,7,0,10,18,17
